country,city,publishedAtDate,stars,text,language,store,service,product,return,brand,price,online,general
Netherlands,Groningen,6/5/2021,5,"Wij werden vanmiddag fantastisch geholpen bij onze aankoop van het trouwpak van mijn verloofde. Er werd meegedacht, veel zorg en aandacht besteed aan het juiste aanmeten van het pak. Wij hebben een prachtig pak met overhemd, een mooie das, een riem en schoenen gekocht.
Helemaal klaar voor onze grote dag. Hier wordt je bijzonder vriendelijk behandelt en erg op je gemak gesteld. Wij zijn superblij en komen graag weer terug. Hartelijk dank aan Fleur en haar vriendelijke collega's 🙏🏻",nl,,Positive,Positive,,,,,
Netherlands,Groningen,5/15/2021,5,"Wat een super gave winkel
Goed personeel die je goed helpt en je op de juiste dingen wijst.

Goed adviseert en je echt helpt .
En soms is er nog een aktie in de winkel waar door je wat extra korting krijgt zonder dat je er om vraagt
Das toch super
Mooi merk goed merk Hugo HB boss",nl,Positive,Positive,,,Positive,Positive,,
Netherlands,Groningen,10/31/2020,4,Amazing store and the staff is so nice!,en,Positive,Positive,,,,,,
Netherlands,Groningen,10/16/2020,4,Mooie winkel vlotte bediening,af,Positive,Positive,,,,,,
Netherlands,Groningen,7/5/2020,5,"Pfiffiges Personal, sehr zuvorkommend aber gleichzeitig unaufdringlich.",de,,Positive,,,,,,
Netherlands,Groningen,6/27/2020,5,Personeel hier snapt het in ieder geval goed. Perfect geholpen.,nl,,Positive,,,,,,
Netherlands,Groningen,5/28/2020,5,"Dla mnie zwykłego szaraczka, elegancja i prestiż tego sklepu trochę przytłaczająca, nie wspominając już o cenach.",pl,Negative,,,,,Negative,,
Netherlands,Groningen,7/13/2019,4,"Mooie winkel, blij dat ze ook in Groningen zijn. Koop bijna alleen online kleding van Boss, mis beetje de interessante aanbiedingen in de fysieke winkels, dat zou juist een mooie toevoeging zijn ipv de nieuwste collecties",nl,Positive,,,,,,Neutral,
Netherlands,Groningen,3/6/2019,1,"Verschrikkelijke service. het kroontje van mijn horloge was stuk. ik ging ervan uit dat dit onder garantie viel maar volgens het personeel was dat niet zo. ik kon hem voor ongeveer 45 euro laten repareren.ik heb gezegd dat ik erover na zou denken. toen
even naar hugo boss gemaild over die garantie.na ongeveer 1 week toch terug gegaan om hem te laten repareren. eerst geholpen door een vrolijke medewerkster die mij doorverwees naar de man die mij de week daarvoor ook al had geholpen(waar ik toen een goede ervaring mee hadt). toen hij
mij zag reageerde hij meteen geïrriteerd. hij zij""dus vorige week kwam u hier en toen zie ik dat u geen garantie had en toen heeft u het hoofdkantoor gemaild dat u wel garantie heeft en nu heb ik problemen dat ik verkeerde informatie verstrek en wil u hem toch opsturen"" na een discussie over het feit dat ik zijn informatie niet vertrouwde toch besloten om hem te laten repareren. toen hij de prijs niet precies kon garanderen en boos werd omdat ik te dom was om te begrijpen dat hij de prijs niet precies kon vertellen ben ik boos weggelopen. na een sarcastische fijne dag meneer besloten om hem bij hazenkamp te laten repareren. daar wel goede service en meteen de goede prijs. al met al slechte service bij dit filiaal. jammer!",nl,,Negative,Negative,Negative,,,,
Netherlands,Groningen,3/2/2019,5,"Over het merk, weten we allemaal dat dit gaat over een stijlvol en goede kwaliteit producten. Maar wat ik hier willen graag zeggen, dit winkel is een top winkel!!! Ik voelde me helemaal relax om hier te gaan shoppen. Personeels zijn heel vriendelijk en behulpzaam zonder te dwingerig overkomen. Winkel is sfeervol en netjes. Heel blij dat wij Hugo Boss winkel met top service hebben in Groningen!",nl,Positive,Positive,Positive,,Positive,,,
Netherlands,Groningen,1/13/2019,5,Groot en ruime keuze.,nl,Positive,,Positive,,,,,
Netherlands,Groningen,1/9/2019,4,Ik werd prima geholpen om dat ik effe vragen had over mijn horloge,nl,,Positive,,,,,,
Netherlands,Groningen,11/21/2018,5,Fijne zaak. Goed geholpen.,nl,Positive,Positive,,,,,,
Netherlands,Groningen,10/3/2018,5,Sehr gute Ware. Sehr nette Bedienung.,de,,Positive,Positive,,,,,
Netherlands,Groningen,8/25/2018,1,"Zeer en zeer slechte klantenservice. Slecht te woord gestaan en niet de juiste hulp kunnen bieden aan de klant. Per ongeluk de verkeerde maat ingevoerd na een bestelling van 5 dure overhemden a 109 euro per stuk en de klantenservice gebeld. ''Helaas kunnen wij de maat voor verzending niet voor u aanpassen, dit laat ons systeem niet toe''.

Voor een bedrijf als Hugo Boss verwacht je deze service wel wanneer je dure kleding verkoopt.

Deze vaste klant zijn ze in ieder geval kwijt.",nl,,Negative,,,,,,
Netherlands,Groningen,5/19/2018,5,Altijd vriendelijk personeel in de winkel. Winkel netjes en verzorgd.,nl,Positive,Positive,,,,,,
Netherlands,Groningen,1/9/2018,5,"Hugo Boss brandstore in Groningen service en advies was super mooie jas en riem met 2 gespen daar gekocht.
Mijn favoriete merk als het om goede en stijlvolle kleding/schoenen gaat.
Hier ga ik vaker shoppen.",nl,,Positive,Positive,,Positive,,,
Netherlands,Groningen,10/27/2017,5,Great service,en,,Positive,,,,,,
Netherlands,Groningen,9/24/2017,5,"Geweldige winkel, prettige medewerkers",af,Positive,Positive,,,,,,
Netherlands,Groningen,5/17/2016,5,Great!,en,,,,,,,,Positive
Netherlands,Groningen,4/8/2016,5,"Grote keuze, vriendelijk en behulpzaam personeel.",nl,,Positive,Positive,,,,,
Netherlands,Leidschendam,4/21/2024,5,Clean and neat store and friendly staff! She (a Russian lady) helped us very nice to find what my husband wanted!,en,,,,,,,,
Netherlands,Leidschendam,11/6/2023,3,"Voor niets gegaan pas 11 uur open, niet tien uur zoals hier staat.",nl,,,,,,,,
Netherlands,Leidschendam,9/8/2023,1,"Vreselijk personeel. Klanten duperen om wat te kopen en als je niks koopt dan behandelen ze je als slaaf.
Op deze manier koopt niemand iets dus ik wil ze aanraden om direct te stoppen met dat gedrag! Echt asso.",nl,,,,,,,,
Netherlands,Leidschendam,4/5/2023,4,You can find pleasantly surprising prices. A great place to visit with always an excellent service.,en,,,,,,,,
Netherlands,Leidschendam,1/19/2023,3,Mooi producten beetje rommelig,nl,,,,,,,,
Netherlands,Leidschendam,1/10/2023,5,"We did a small shopping here, nice shop.!",en,,,,,,,,
Netherlands,Leidschendam,12/8/2022,4,"Mooie nette winkel. Mooie kleding. Paar keer geweest. In die paar keer ervsren dat het personeel staat in een groepje te kletsen of ze staren je aan en zeggen niets. Dat vond ik beide niet zo fijn. Dus 1 ster minder door dit. Zeg gewoon goedemorgen/middag/avond en kijk of vraag of iemand hulp nodig heeft, lach eens vrirndelijk. Meer hoef je niet te doen. Zonde van die 5e ster.",nl,,,,,,,,
Netherlands,Leidschendam,11/18/2022,1,"My husband went in without me and I was standing on the outside looking in, That's when I saw the employees laughing at him like he didn't belong there. I went in and told my husband let's go and told him they don't want our money here. All we got from them was a smirk. They definitely need to have some kind of training on how to treat customers, especially the paying ones.👎",en,,,,,,,,
Netherlands,Leidschendam,11/4/2022,1,Opdringerig winkel personeel. Werd mij eerst op een rare manier aangedrongen om een kledingsstuk te passen waarbij ik even stond te kijken. Even later werd mij allerlei acties opgedrongen waarvoor ze mijn gegevens wilden hebben. En dat terwijl ik niet eens wat wilde afrekenen. Niet wat je verwacht bij een dergelijke winkel. Ik kom er niet meer.,nl,,,,,,,,
Netherlands,Leidschendam,9/18/2022,5,Fijne winkel en altijd je juiste maat. En de nieuwste mode op voorraad.,nl,,,,,,,,
Netherlands,Leidschendam,6/24/2022,4,Love Hugo Boss Clothing 👍🏿,en,,,,,,,,
Netherlands,Leidschendam,6/13/2022,1,De dame in de winkel was te druk bezig met zichzelf en het ontvangen van een tas van een collega waardoor er totaal geen oog was voor ons. Wij waren op zoek naar flink wat items. Maarom zo genegeerd te worden is niet ok en daarom zijn we dan ook maar weggegaan.,nl,,,,,,,,
Netherlands,Leidschendam,6/10/2022,5,Goede winkel,af,,,,,,,,
Netherlands,Leidschendam,6/1/2022,3,"Mooie winkel, maar waarom is het tegenwoordig niet meer mogelijk om Nederlands te praten in je eigen land? Als ik in Engeland ben dan praat ik engels, en als ik ik Nederland ben dan praat ik Nederlands. Zelfs de bon die ik kreeg was in het engels.",nl,,,,,,,,
Netherlands,Leidschendam,4/23/2022,1,"Een ervaring Hugo Boss onwaardig. Je komt voor pak de winkel in, en wordt behandeld alsof je de schoonmaker bent. Bovendien had de verkoper deze zaterdagochtend geen enkel idee wat een lengtemaat is en leek het hem allemaal helemaal niets te interesseren.

Daarnaast staat op Google dat ze om 09:00 open zijn, terwijl ze pas om 10:00 open gaan.",nl,,,,,,,,
Netherlands,Leidschendam,10/23/2021,5,Vriendelijke Service en mooie collectie. 🙂,nl,,,,,,,,
Netherlands,Leidschendam,9/18/2021,4,Goede service enthousiaste jongeman,en,,,,,,,,
Netherlands,Leidschendam,3/24/2021,5,Mooie WI kel,af,,,,,,,,
Netherlands,Amsterdam,6/19/2024,5,I would like to thank the store managers for their help and understanding and special thanks to Ruth. Very good service.,en,,Positive,,,,,,
Netherlands,Amsterdam,4/3/2024,2,جميل جدا,ar,,,,,,,,Positive
Netherlands,Amsterdam,9/1/2022,4,Limited selection of the brand. Shop-in-shop at de Bijenkorf. Friendly staff.,en,,Positive,Neutral,,,,,
Netherlands,Amsterdam,6/22/2022,5,Expensive 😊,ro,,,,,Positive,,,
Netherlands,Amsterdam,1/14/2020,4,Grote zaak ruim assortiment. Vermaak kosten zo'n gratis. Neem je credit card mee. Prijzige collectie.,nl,Positive,,,,,Negative,,
Netherlands,Amsterdam,1/4/2020,5,Was helped quick and good. And had a discount,en,,Positive,,,,Positive,,
Netherlands,Amsterdam,8/16/2019,5,Nice place. Nice people. Nice products. A pleasure to come back.,en,Positive,Positive,Positive,,,,,
Netherlands,Amsterdam,12/5/2018,4,Nice place to shop in Amstradam Central.. All the brands under one Roof 👍,en,Positive,,,,,,,
Netherlands,Rotterdam,6/10/2024,5,"Uitstekende service. Mohanad is veruit één van de meest vriendelijke en deskundige medewerker die er werkt. Hij is geduldig, geeft top advies, dringt zichzelf of zijn mening niet op en zet meerdere extra stappen om er voor te zorgen dat de klant zich prettig en blij met de aankoop voelt. De klant staat hierdoor echt centraal. Kortom.. De service en dienstverlening zijn mede door hem top!",nl,,Positive,,,,,,
Netherlands,Rotterdam,6/1/2024,5,Excellent service by Mohamad and Juju,en,,Positive,,,,,,
Netherlands,Rotterdam,5/22/2024,5,"Vandaag 2 colberts en een pantalon gekocht. Ik werd perfect geholpen door Imane en Nacera. Ze namen de tijd om me te adviseren en zorgden ervoor dat ik precies vond wat ik zocht.
TOP SERVICE!",nl,,Positive,,,,,,
Netherlands,Rotterdam,5/5/2024,5,"Ik heb vandaag een pak gekocht en ik moet zeggen dat de service uitstekend was. Juju hielp me vanaf het begin en was zeer vriendelijk en hulpzaam. Ze luisterde naar mijn wensen en zorgde ervoor dat ik er uit kwam, aangezien het een moeilijke keuze was, later kwam haar collega Imane, mijn broek opmeten om het in te korten. En ook zij was heel behulpzaam en vriendelijk. Ik ben tevreden met mijn aankoop en de geweldige service en kom hier zeker nog terug!",nl,,Positive,,,,,,
Netherlands,Rotterdam,4/29/2024,5,"I have been a long-time fan of the Boss brand and always expect high quality in both the clothing and the service. Unfortunately, recently I have encountered a number of issues related to unprofessionalism among the staff in some stores. However, my latest visit to the store in Rotterdam completely changed my opinion for the better, thanks to an employee named Omar.

Omar demonstrated exceptional professionalism and product knowledge. He not only helped me select the right items, taking into account my preferences and style, but also provided detailed advice on how to care for the clothing so that it would last as long as possible. Omar was polite, attentive, and genuinely interested in ensuring I was satisfied with my choice.

Such a level of service deserves special attention and praise. Omar was able to restore my faith in the Boss brand, and I can now confidently recommend this store to others. I hope that this standard of service becomes the norm for all Boss stores.",en,,Positive,,,Positive,,,
Netherlands,Rotterdam,4/26/2024,5,Goed geholpen door Mohanad en Sarah. Geweldige service en goede kwaliteit kleding. Zeker een aanrader!,nl,,Positive,Positive,,,,,
Netherlands,Rotterdam,3/19/2024,4,Fijne zaak goed advies vriendelijke personeel heerlijk om te shoppen.,nl,Positive,Positive,,,,,,
Netherlands,Rotterdam,3/18/2024,5,Super service gehad van Mr. Mohanad. Hij heeft goede adviezen en denkt echt mee voor de combinaties.,nl,,Positive,,,,,,
Netherlands,Rotterdam,3/15/2024,5,I bought a full suit from this store. The service from Mohanad was excellent. He really enjoys his work and he is very professional but also friendly and accommodating. I would definitely visit again!,en,,Positive,,,,,,
Netherlands,Rotterdam,3/12/2024,5,"Fijne zaak, uitstekende service.de jong die
Mohanad heet,heeft ons goed geholpen en vriendelijk!
zeker kom terug",nl,Positive,Positive,,,,,,
Netherlands,Rotterdam,3/10/2024,5,"Uitstekend geholpen door Mohanad. Ik kwam met mijn 2 zoons voor hun eerste pak. Mohanad zet vele extra stappen om er voor te zorgen dat je precies krijgt wat je nodig hebt. Voor onze jongste betekende dat zelfs letterlijk extra stappen om mee te lopen naar Uniek kleermakers om de hoek, om het afspelden en verstellen perfect te krijgen. Hartelijk dank voor de perfecte hulp!",nl,,Positive,,,,,,
Netherlands,Rotterdam,3/5/2024,1,"Klantvriendelijkheid ver te zoeken, een asociale manager die ook nog eens arrogant is.",nl,,Negative,,,,,,
Netherlands,Rotterdam,2/26/2024,5,"It was great experience, Muhannad was very helpful and friendly, he’s doing his job with passion and professionalism.",en,,Positive,,,,,,
Netherlands,Rotterdam,2/14/2024,5,"I strongly endorse visiting this particular establishment, primarily due to the exceptional service offered by a salesperson named Mohanad. His demeanor is pleasant, and he exhibits both patience and kindness, coupled with a keen ability to provide valuable recommendations. Mohanad's approach is non-intrusive, ensuring that you do not feel compelled to make purchases. The experience was, without a doubt, excellent.",en,,Positive,,,,,,
Netherlands,Rotterdam,2/14/2024,5,"Amazing services, especially Mohanad, extremely polite, very helpful and patient, providing an amazing experience and service!",en,,Positive,,,,,,
Netherlands,Rotterdam,2/4/2024,5,Heel goede kwaliteit en service,nl,,Positive,Positive,,,,,
Netherlands,Rotterdam,1/29/2024,5,"28 januari 2024 tegen sluitingstijd de winkel bezocht. Als marketeer heb ik eindelijk mogen meemaken wat klantenservice, klanttevredenheid is. Door twee jonge medewerkers heb een fantastische ervaring beleefd. Ik kwam binnen met een issue en kwam door 2 fantastische medewerkers met een dikke glimlach en een aankoop naar buiten. Imane en Demet onwijs bedankt voor de glimlach die jullie mij door jullie professioneel en deskundig handelen hebben bezorgd. Jullie weten wat klantenservice is.",nl,,Positive,,,,,,
Netherlands,Rotterdam,1/2/2024,1,Wat een slechte service van Boss waar je van staat te kijken dat je met een klacht komt en door 4 verschillende onervaren personeelsleden moet geholpen worden en niks vooruit komt de twee dames ervan 1 die Engels spreekt en een met een hoofdbedekking die allebei een eigen dunk hebben van hun zelf ga eerst leren hoe je klantvriendelijk kan zijn en moet handelen als er een klacht is,nl,,Negative,,,,,,
Netherlands,Rotterdam,12/24/2023,1,Dicht sta voor gesloten deur  als vaste klant .......,nl,,Negative,,,,,,
Netherlands,Rotterdam,9/25/2023,5,"Top zaak, verkoper uit Syrië heeft me correct geholpen even als de Spaanse dame en de dame uit Bosnië. Een mooie jas en casual outfit gekocht re waarde van 1500 euro bij elkaar. Leuke ervaring , BOSS = TOP",nl,,Positive,,,Positive,,,Positive
Netherlands,Rotterdam,9/16/2023,5,AMAZING service from somaya. Super friendly and really lets you take your time with plenty of options. Felt a little bad for only buying a belt but will definitely come back for a nice outfit some other time!,en,,Positive,,,,,,
Netherlands,Rotterdam,6/8/2023,5,Good shop,so,Positive,,,,,,,
Netherlands,Rotterdam,5/25/2023,4,"Wunderschönes Geschäft mit einer tollen Auswahl.
Personal sehr freundlich und hilfsbereit.
Weiter so, Daumen hoch",de,Positive,Positive,Positive,,,,,
Netherlands,Rotterdam,5/21/2023,1,"Klacht over de slechte service en kwaliteit bij Hugo Boss

Ik wil graag mijn ongenoegen uiten over de recente aankoop die ik bij uw vestiging in Rotterdam heb gedaan. Niet zo lang geleden heb ik diverse overhemden, een broek en een riem gekocht. Helaas heb ik problemen ondervonden met de producten en de service die ik hierbij heb ontvangen.

Ten eerste heb ik het eerste overhemd dat ik kocht snel moeten omruilen vanwege het feit dat de stof snel begon te pluizen. Dit was al een ongemak, maar ik begreep dat dit soort dingen kunnen gebeuren. Echter, tot mijn grote teleurstelling is het nieuwe overhemd dat ik ter vervanging kocht nu bij de mouw kapot gegaan. De stof is simpelweg kapot gegaan, zonder dat ik hier iets aan heb kunnen doen.

Vandaag ben ik naar uw vestiging in Rotterdam gegaan om hierover te spreken. Ik heb de shopmanager gevraagd naar de bon, maar deze was niet terug te vinden in het systeem toen hij op mijn e-mailadres zocht. Ik kreeg te horen dat er niets voor mij gedaan kon worden zonder de bon. Ik heb mijn beklag gedaan en mijn eerdere negatieve ervaring met uw producten en service gedeeld. Tot mijn verbazing antwoordde de shopmanager dat ze niets voor mij konden betekenen.

Dit getuigt naar mijn mening van een gebrek aan klantenservice en ik ben zeer teleurgesteld. Ik ben belachelijk genoeg verzocht om mijn klacht bij Hugo Boss zelf neer te leggen, zonder dat er verdere oplossingen werden geboden. Het is toch onacceptabel dat ik een overhemd koop waarvan de stof binnen korte tijd kapotgaat? Ik heb dit probleem eerder ervaren en het lijkt erop dat Hugo Boss opnieuw in gebreke blijft wat betreft de kwaliteit van hun producten.

Ik ben zeer teleurgesteld in de ervaring die ik bij uw vestiging heb gehad en ik hoop dat er snel een passende oplossing geboden kan worden. Ik verwacht dat er naar mijn klacht wordt geluisterd en dat er actie wordt ondernomen om dit probleem op te lossen. Ik hoop dat Hugo Boss zijn verantwoordelijkheid neemt en ervoor zorgt dat ik tevreden gesteld word als klant.

Ik ben van plan om mijn ervaring met anderen te delen, inclusief het plaatsen van deze klacht op Google. Hopelijk wordt er snel actie ondernomen om mijn vertrouwen in uw merk te herstellen en om dit soort problemen in de toekomst te voorkomen.

Met vriendelijke groet,
Cem",nl,,Negative,Negative,Negative,,,,Negative
